file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\SkipAndDecodedLengthTest.java,uk.co.real_logic.sbe.generation.java.SkipAndDecodedLengthTest,class,6,6,0,6,1,2,0,11,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,4,30,0,0,0,0,0,0,3,13,1,13,0,0,0,0,50,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\propertyTest\java\uk\co\real_logic\sbe\properties\schema\VarDataSchema.java,uk.co.real_logic.sbe.properties.schema.VarDataSchema,class,2,7,5,2,4,1,0,0,0,0.5,0.5,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,20,3,0,0,0,0,0,0,3,0,3,0,0,1,0,16,17,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\ToStringTest.java,uk.co.real_logic.sbe.generation.java.ToStringTest,class,3,3,0,3,2,2,0,5,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,1,1,0,1,0,0,1,0,3,15,0,0,0,0,0,23,3,5,3,5,0,0,0,0,69,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\ir\SinceVersionValidationTest.java,uk.co.real_logic.sbe.ir.SinceVersionValidationTest,class,9,9,0,9,3,1,0,14,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,22,1,0,0,2,0,5,2,7,0,7,1,0,0,0,43,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\ir\Token.java,uk.co.real_logic.sbe.ir.Token$Builder,innerclass,4,4,0,4,13,1,0,0,54,0.8461539,0.15384616,1.0,13,0,13,0,0,0,13,0,0,0,12,0,0,12,0,0,0,0,0,65,13,0,0,0,0,0,5,19,0,12,0,0,0,0,61,9,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\SchemaExtensionTest.java,uk.co.real_logic.sbe.generation.java.SchemaExtensionTest,class,18,19,1,18,13,1,0,53,54,0.84722227,0.0,0.0,12,4,0,9,0,3,3,0,0,0,6,4,0,6,0,0,5,0,144,339,8,0,1,1,0,193,187,82,2,82,1,0,0,0,97,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\rust\RustUtil.java,uk.co.real_logic.sbe.generation.rust.RustUtil,class,7,14,7,7,63,1,0,35,171,0.94736844,0.0,0.0,19,19,0,4,0,15,16,0,0,0,2,2,0,0,0,2,2,0,27,182,30,3,6,0,2,25,15,25,17,22,3,0,1,0,130,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\csharp\CSharpEnumTest.java,uk.co.real_logic.sbe.generation.csharp.CSharpEnumTest,class,11,12,1,11,4,1,0,20,0,0.0,1.0,1.0,3,0,0,1,0,2,2,0,0,0,2,0,0,2,0,0,0,0,6,39,1,0,0,3,0,8,0,10,0,10,2,0,0,0,53,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\java\JavaDtoGenerator.java,uk.co.real_logic.sbe.generation.java.JavaDtoGenerator,class,12,16,4,12,143,1,0,99,556,0.84230775,1.0,1.0,52,7,2,50,0,0,2,0,0,0,5,3,0,5,0,0,5,0,118,755,15,21,31,3,0,572,42,229,69,211,3,0,1,3,203,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\Generators.java,uk.co.real_logic.sbe.generation.Generators,class,1,19,18,1,10,1,0,13,6,0.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,36,5,2,1,0,0,1,8,8,4,7,2,0,0,0,61,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\common\FieldPrecedenceModel.java,uk.co.real_logic.sbe.generation.common.FieldPrecedenceModel$CodecInteraction$AccessField,innerclass,2,2,0,2,8,2,0,2,2,0.46666667,0.16666667,0.16666667,5,0,3,1,0,1,4,0,0,0,3,0,0,3,0,0,3,0,0,24,4,0,3,0,0,2,0,3,2,3,0,0,0,0,26,26,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\ir\GenerationUtil.java,uk.co.real_logic.sbe.ir.GenerationUtil,class,3,15,12,3,20,1,0,10,28,0.0,0.0,0.0,8,8,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,62,9,5,6,0,0,0,9,13,5,12,3,0,0,0,76,17,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\json\JsonTokenListener.java,uk.co.real_logic.sbe.json.JsonTokenListener,class,9,11,2,9,70,1,0,47,129,0.72839504,0.27272728,0.42424244,27,3,12,15,0,0,12,0,0,0,3,0,0,3,0,0,1,0,10,257,8,7,20,2,5,13,32,36,13,34,5,0,0,0,116,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\propertyTest\java\uk\co\real_logic\sbe\properties\arbitraries\SbeArbitraries.java,uk.co.real_logic.sbe.properties.arbitraries.SbeArbitraries$EncodingLogger,innerclass,0,0,0,0,4,1,0,5,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,19,2,0,0,0,0,3,0,2,0,3,0,0,0,1,14,26,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\ValueRefWithLowerCaseEnumTest.java,uk.co.real_logic.sbe.generation.java.ValueRefWithLowerCaseEnumTest,class,12,12,0,12,1,1,0,15,0,0.5,NaN,NaN,1,0,0,0,0,1,1,0,0,0,4,4,0,4,0,0,4,0,3,21,0,0,0,1,0,5,0,13,1,13,1,0,0,0,60,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\propertyTest\java\uk\co\real_logic\sbe\properties\schema\TypeSchema.java,uk.co.real_logic.sbe.properties.schema.TypeSchema,interface,1,9,8,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\cpp\CppGenerator.java,uk.co.real_logic.sbe.generation.cpp.CppGenerator,class,22,27,5,22,261,1,0,204,2759,0.90930235,1.0,1.0,86,32,4,82,0,0,4,0,0,0,10,5,0,10,0,0,10,0,239,1213,86,24,75,4,10,1786,107,280,204,268,4,0,0,11,456,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\rust\SubGroup.java,uk.co.real_logic.sbe.generation.rust.SubGroup,class,8,12,4,8,6,1,0,23,0,0.32,0.9,1.0,5,0,1,0,0,4,5,0,0,0,5,0,0,5,0,0,5,0,126,150,1,1,0,0,0,108,66,17,66,17,1,0,0,0,65,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\ir\GroupWithDataIrTest.java,uk.co.real_logic.sbe.ir.GroupWithDataIrTest,class,8,8,0,8,4,1,0,12,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,94,0,0,0,4,0,18,32,36,0,36,1,0,0,0,47,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\xml\Field.java,uk.co.real_logic.sbe.xml.Field,class,8,22,14,8,45,1,0,14,165,0.8380568,0.19333333,1.0,26,0,23,1,0,2,25,0,0,0,19,1,1,18,0,0,16,0,10,243,19,0,12,0,3,27,7,30,11,26,4,0,1,0,109,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\Tests.java,uk.co.real_logic.sbe.Tests,class,1,37,36,1,2,1,0,4,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,0,0,2,0,2,2,2,1,0,0,0,21,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\xml\IdKeyedSchemaTransformer.java,uk.co.real_logic.sbe.xml.IdKeyedSchemaTransformer,class,3,6,3,3,3,1,0,4,1,0.33333334,0.33333334,0.33333334,3,0,1,0,0,2,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,12,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\csharp\Issue567GroupSizeTest.java,uk.co.real_logic.sbe.generation.csharp.Issue567GroupSizeTest,class,11,11,0,11,2,1,0,19,0,0.16666667,1.0,1.0,2,0,0,0,0,2,2,0,0,0,3,2,0,3,0,0,3,0,5,31,0,0,0,2,0,8,0,17,1,17,1,0,0,1,79,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\RewindTest.java,uk.co.real_logic.sbe.generation.java.RewindTest,class,6,6,0,6,1,2,0,8,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,7,23,0,0,0,0,0,0,3,9,1,9,0,0,0,0,44,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\propertyTest\java\uk\co\real_logic\sbe\properties\schema\SetSchema.java,uk.co.real_logic.sbe.properties.schema.SetSchema,class,2,5,3,2,4,1,0,1,2,0.5,0.33333334,0.5,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,17,2,0,0,0,0,0,0,2,0,2,0,0,0,0,8,17,0
E:\OOD_Assignment\simple-binary-encoding\sbe-samples\src\main\java\uk\co\real_logic\sbe\examples\OtfExample.java,uk.co.real_logic.sbe.examples.OtfExample,class,15,16,1,15,6,1,0,23,6,0.75,NaN,NaN,4,4,1,3,0,0,1,0,0,0,4,4,0,4,0,0,4,0,10,51,1,0,2,3,0,4,5,25,3,23,2,0,0,0,93,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\common\FieldPrecedenceModel.java,uk.co.real_logic.sbe.generation.common.FieldPrecedenceModel$CodecInteraction$MoveToLastElement,innerclass,2,2,0,2,6,2,0,2,0,0.25,0.33333334,0.33333334,4,0,1,1,0,2,3,0,0,0,2,0,0,2,0,0,2,0,0,19,3,0,2,0,0,2,0,2,2,2,0,0,0,0,30,26,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\TargetCodeGeneratorLoader.java,uk.co.real_logic.sbe.generation.TargetCodeGeneratorLoader$Anonymous1,anonymous,6,6,0,6,2,1,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,14,1,0,0,0,0,5,0,5,0,5,1,0,0,1,38,-1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\rust\RustOutputManager.java,uk.co.real_logic.sbe.generation.rust.RustOutputManager,class,3,7,4,3,8,1,0,10,2,0.5,0.4,0.6,5,1,3,0,0,2,5,0,0,0,2,0,0,2,0,0,2,0,4,34,4,0,0,0,0,9,0,11,6,10,1,0,0,0,78,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\xml\ErrorHandler.java,uk.co.real_logic.sbe.xml.ErrorHandler,class,1,8,7,1,19,1,0,5,0,0.5,0.5714286,0.75,8,0,8,0,0,0,8,0,0,0,6,0,0,6,0,0,4,0,0,52,3,0,1,0,2,15,6,6,6,6,1,0,0,0,66,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\common\FieldPrecedenceModel.java,uk.co.real_logic.sbe.generation.common.FieldPrecedenceModel,class,14,22,8,14,30,1,0,61,111,0.8722223,0.06410257,0.06410257,18,2,13,5,0,0,13,0,0,0,10,0,0,10,0,0,8,0,10,519,8,3,5,0,0,20,2,36,6,44,4,0,7,12,156,17,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\TargetCodeGeneratorLoader.java,uk.co.real_logic.sbe.generation.TargetCodeGeneratorLoader$Anonymous2,anonymous,4,4,0,4,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\TargetCodeGeneratorLoader.java,uk.co.real_logic.sbe.generation.TargetCodeGeneratorLoader$Anonymous3,anonymous,6,6,0,6,2,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,1,0,0,0,0,2,0,6,0,6,1,0,0,1,39,-1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\ir\Signal.java,uk.co.real_logic.sbe.ir.Signal,enum,0,6,6,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\TargetCodeGeneratorLoader.java,uk.co.real_logic.sbe.generation.TargetCodeGeneratorLoader$Anonymous4,anonymous,4,4,0,4,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\TargetCodeGeneratorLoader.java,uk.co.real_logic.sbe.generation.TargetCodeGeneratorLoader$Anonymous5,anonymous,4,4,0,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\CarDecodeTestUtil.java,uk.co.real_logic.sbe.generation.java.CarDecodeTestUtil,class,3,5,2,3,10,1,0,31,1,0.0,0.0,0.0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,84,2,6,0,0,0,0,2,16,0,16,2,0,0,0,21,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\java\JavaGenerator.java,uk.co.real_logic.sbe.generation.java.JavaGenerator,class,30,45,15,30,365,1,0,268,6869,0.951631,1.0,1.0,127,31,6,121,0,0,6,0,0,0,21,7,0,19,0,2,21,0,453,1822,112,32,77,10,5,1810,66,389,273,378,4,0,1,14,463,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\ir\IrEncoder.java,uk.co.real_logic.sbe.ir.IrEncoder,class,12,20,8,12,15,1,0,91,0,0.6818182,0.8333333,1.0,8,0,4,4,0,0,4,0,0,0,11,1,0,11,0,0,10,0,30,107,3,1,2,4,0,1,20,29,0,23,2,0,0,0,93,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\common\FieldPrecedenceModel.java,uk.co.real_logic.sbe.generation.common.FieldPrecedenceModel$PathCollector,innerclass,4,4,0,4,6,1,0,12,0,0.4,1.0,1.0,5,0,3,2,0,0,3,0,0,0,3,0,0,3,0,0,3,0,1,32,1,0,0,0,0,0,0,4,0,5,1,0,0,1,25,26,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\JavaOutputManagerTest.java,uk.co.real_logic.sbe.generation.java.JavaOutputManagerTest,class,3,4,1,3,3,1,0,12,1,0.0,NaN,NaN,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,9,0,18,3,18,0,0,0,0,36,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\golang\GolangUtil.java,uk.co.real_logic.sbe.generation.golang.GolangUtil,class,3,4,1,3,8,1,0,5,4,0.625,0.0,0.0,4,4,4,0,0,0,6,0,0,0,2,2,0,2,0,0,2,0,4,50,4,0,1,0,0,24,0,5,1,4,2,0,0,0,71,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\WarningFormattingTest.java,uk.co.real_logic.sbe.generation.java.WarningFormattingTest,class,7,7,0,7,1,1,0,10,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,1,0,4,0,6,0,6,1,0,0,0,35,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\propertyTest\java\uk\co\real_logic\sbe\properties\schema\FieldSchema.java,uk.co.real_logic.sbe.properties.schema.FieldSchema,class,2,6,4,2,5,1,0,1,0,0.5,0.5,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,20,3,0,1,0,0,0,1,3,0,3,0,0,0,0,8,17,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\common\FieldPrecedenceModel.java,uk.co.real_logic.sbe.generation.common.FieldPrecedenceModel$CodecInteraction$DetermineGroupIsEmpty,innerclass,2,2,0,2,6,2,0,2,0,0.25,0.33333334,0.33333334,4,0,1,1,0,2,3,0,0,0,2,0,0,2,0,0,2,0,0,19,3,0,2,0,0,2,0,2,2,2,0,0,0,0,24,26,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\java\JavaGeneratorTest.java,uk.co.real_logic.sbe.generation.java.JavaGeneratorTest,class,22,23,1,22,45,1,0,107,409,0.81395346,0.27586207,0.27586207,43,4,0,13,0,30,30,0,0,0,8,5,0,8,0,0,7,0,99,444,11,1,1,5,0,130,42,176,32,174,2,0,0,6,213,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\otf\OtfHeaderDecoder.java,uk.co.real_logic.sbe.otf.OtfHeaderDecoder,class,6,9,3,6,11,1,0,9,5,0.6666666,0.33333334,1.0,6,0,6,0,0,0,6,0,0,0,13,0,0,13,0,0,1,0,4,57,5,1,0,0,0,0,1,13,4,13,2,0,0,0,68,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\propertyTest\java\uk\co\real_logic\sbe\properties\utils\InMemoryOutputManager.java,uk.co.real_logic.sbe.properties.utils.InMemoryOutputManager$InMemoryJavaFileObject,innerclass,1,1,0,1,5,1,0,3,0,0.3,0.8,1.0,5,0,3,0,0,2,5,0,0,0,2,0,0,2,0,0,2,0,2,23,3,0,0,0,0,2,0,4,2,2,0,0,0,0,26,8,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\otf\AbstractTokenListener.java,uk.co.real_logic.sbe.otf.AbstractTokenListener,class,3,3,0,3,11,1,0,0,55,0.0,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1025,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\PrimitiveType.java,uk.co.real_logic.sbe.PrimitiveType,enum,2,44,42,2,15,1,0,2,8,0.6851852,0.3888889,0.7777778,9,2,7,0,0,2,9,0,0,0,6,1,0,6,0,0,6,0,1,66,8,1,0,0,0,12,11,11,1,6,1,0,0,0,79,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\test\java\uk\co\real_logic\sbe\generation\cpp\CppEnumTest.java,uk.co.real_logic.sbe.generation.cpp.CppEnumTest,class,11,12,1,11,4,1,0,20,0,0.0,1.0,1.0,3,0,0,1,0,2,2,0,0,0,2,0,0,2,0,0,0,0,6,43,1,0,0,3,0,12,0,10,0,10,2,0,0,0,54,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\cpp\NamespaceOutputManager.java,uk.co.real_logic.sbe.generation.cpp.NamespaceOutputManager,class,1,4,3,1,5,1,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,17,1,0,0,0,0,5,0,4,5,4,1,0,0,0,65,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\rust\LibRsDef.java,uk.co.real_logic.sbe.generation.rust.LibRsDef,class,3,5,2,3,13,1,0,26,12,0.625,0.2857143,0.35714287,8,6,0,0,0,8,8,0,0,0,3,0,0,3,0,0,3,0,114,155,0,3,2,2,0,116,108,10,1,14,2,0,0,4,106,0,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\propertyTest\java\uk\co\real_logic\sbe\properties\arbitraries\SbeArbitraries.java,uk.co.real_logic.sbe.properties.arbitraries.SbeArbitraries$CharGenerationMode,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\generation\TargetCodeGeneratorLoader.java,uk.co.real_logic.sbe.generation.TargetCodeGeneratorLoader,enum,4,9,5,4,8,1,0,12,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,80,3,1,3,1,0,1,0,4,1,4,2,5,0,0,82,1,0
E:\OOD_Assignment\simple-binary-encoding\sbe-tool\src\main\java\uk\co\real_logic\sbe\ir\generated\FrameCodecEncoder.java,uk.co.real_logic.sbe.ir.generated.FrameCodecEncoder,class,8,10,2,8,116,1,0,32,1947,0.88732404,0.0890937,0.16641065,71,36,63,8,0,0,63,0,0,0,13,8,6,7,0,0,9,0,18,426,71,0,15,0,3,53,55,39,46,38,2,0,1,0,108,17,0
